slug,title,source_filename,size_bytes,paper_url,manifest_status
attrihuman-3d-editable-3d-human-avatar-generation-with-attribute-decomposition-a__AttriHuman-3D具有属性分解和索引的可,AttriHuman-3D: Editable 3D Human Avatar Generation with Attribute Decomposition and Indexing,AttriHuman-3D Editable 3D Human Avatar Generation with Attribute Decomposition and Indexing.pdf,3785995,https://openaccess.thecvf.com/content/CVPR2024/papers/Yang_AttriHuman-3D_Editable_3D_Human_Avatar_Generation_with_Attribute_Decomposition_and_CVPR_2024_paper.pdf,skipped_exists
authentic-hand-avatar-from-a-phone-scan-via-universal-hand-model__通过通用手部模型通过手机扫描得到真实的手部头像,Authentic Hand Avatar from a Phone Scan via Universal Hand Model,Authentic Hand Avatar from a Phone Scan via Universal Hand Model.pdf,2489507,https://openaccess.thecvf.com/content/CVPR2024/papers/Moon_Authentic_Hand_Avatar_from_a_Phone_Scan_via_Universal_Hand_CVPR_2024_paper.pdf,skipped_exists
auto-train-once-controller-network-guided-automatic-network-pruning-from-scratch__自动训练一次控制器网络引导的从头开始的自动网络修,Auto-Train-Once: Controller Network Guided Automatic Network Pruning from Scratch,Auto-Train-Once Controller Network Guided Automatic Network Pruning from Scratch.pdf,1861635,https://openaccess.thecvf.com/content/CVPR2024/papers/Wu_Auto-Train-Once_Controller_Network_Guided_Automatic_Network_Pruning_from_Scratch_CVPR_2024_paper.pdf,downloaded
avff-audio-visual-feature-fusion-for-video-deepfake-detection__AVFF用于视频Deepfake检测的视听特征融,AVFF: Audio-Visual Feature Fusion for Video Deepfake Detection,AVFF Audio-Visual Feature Fusion for Video Deepfake Detection.pdf,1316314,https://openaccess.thecvf.com/content/CVPR2024/papers/Oorloff_AVFF_Audio-Visual_Feature_Fusion_for_Video_Deepfake_Detection_CVPR_2024_paper.pdf,skipped_exists
av-rir-audio-visual-room-impulse-response-estimation__AV-RIR视听室脉冲响应估计,AV-RIR: Audio-Visual Room Impulse Response Estimation,AV-RIR Audio-Visual Room Impulse Response Estimation.pdf,9800628,https://openaccess.thecvf.com/content/CVPR2024/papers/Ratnarajah_AV-RIR_Audio-Visual_Room_Impulse_Response_Estimation_CVPR_2024_paper.pdf,skipped_exists
az-nas-assembling-zero-cost-proxies-for-network-architecture-search__AZ-NAS组装零成本代理进行网络架构搜索,AZ-NAS: Assembling Zero-Cost Proxies for Network Architecture Search,AZ-NAS Assembling Zero-Cost Proxies for Network Architecture Search.pdf,594808,https://openaccess.thecvf.com/content/CVPR2024/papers/Lee_AZ-NAS_Assembling_Zero-Cost_Proxies_for_Network_Architecture_Search_CVPR_2024_paper.pdf,downloaded
badclip-trigger-aware-prompt-learning-for-backdoor-attacks-on-clip__BadCLIP针对CLIP后门攻击的触发感知提示,BadCLIP: Trigger-Aware Prompt Learning for Backdoor Attacks on CLIP,BadCLIP Trigger-Aware Prompt Learning for Backdoor Attacks on CLIP.pdf,789871,https://openaccess.thecvf.com/content/CVPR2024/papers/Bai_BadCLIP_Trigger-Aware_Prompt_Learning_for_Backdoor_Attacks_on_CLIP_CVPR_2024_paper.pdf,downloaded
bayesian-diffusion-models-for-3d-shape-reconstruction__用于3D形状重建的贝叶斯扩散模型,Bayesian Diffusion Models for 3D Shape Reconstruction,Bayesian Diffusion Models for 3D Shape Reconstruction.pdf,2611899,https://openaccess.thecvf.com/content/CVPR2024/papers/Xu_Bayesian_Diffusion_Models_for_3D_Shape_Reconstruction_CVPR_2024_paper.pdf,skipped_exists
bayesian-exploration-of-pre-trained-models-for-low-shot-image-classification__用于低样本图像分类的预训练模型的贝叶斯探索,Bayesian Exploration of Pre-trained Models for Low-shot Image Classification,Bayesian Exploration of Pre-trained Models for Low-shot Image Classification.pdf,1846002,https://openaccess.thecvf.com/content/CVPR2024/papers/Miao_Bayesian_Exploration_of_Pre-trained_Models_for_Low-shot_Image_Classification_CVPR_2024_paper.pdf,skipped_exists
behavior-vision-suite-customizable-dataset-generation-via-simulation__BEHAVIORVisionSuite通过模拟生,BEHAVIOR Vision Suite: Customizable Dataset Generation via Simulation,BEHAVIOR Vision Suite Customizable Dataset Generation via Simulation.pdf,8124361,https://openaccess.thecvf.com/content/CVPR2024/papers/Ge_BEHAVIOR_Vision_Suite_Customizable_Dataset_Generation_via_Simulation_CVPR_2024_paper.pdf,skipped_exists
behind-the-veil-enhanced-indoor-3d-scene-reconstruction-with-occluded-surfaces-c__面纱背后通过遮挡表面完成增强室内3D场景重建,Behind the Veil: Enhanced Indoor 3D Scene Reconstruction with Occluded Surfaces Completion,Behind the Veil Enhanced Indoor 3D Scene Reconstruction with Occluded Surfaces Completion.pdf,9991478,https://openaccess.thecvf.com/content/CVPR2024/papers/Sun_Behind_the_Veil_Enhanced_Indoor_3D_Scene_Reconstruction_with_Occluded_CVPR_2024_paper.pdf,skipped_exists
bem-balanced-and-entropy-based-mix-for-long-tailed-semi-supervised-learning__BEM用于长尾半监督学习的平衡和基于熵的混合,BEM: Balanced and Entropy-based Mix for Long-Tailed Semi-Supervised Learning,BEM Balanced and Entropy-based Mix for Long-Tailed Semi-Supervised Learning.pdf,1633516,https://openaccess.thecvf.com/content/CVPR2024/papers/Zheng_BEM_Balanced_and_Entropy-based_Mix_for_Long-Tailed_Semi-Supervised_Learning_CVPR_2024_paper.pdf,skipped_exists
benchmarking-the-robustness-of-temporal-action-detection-models-against-temporal__针对时间损坏对时间动作检测模型的鲁棒性进行基准测,Benchmarking the Robustness of Temporal Action Detection Models Against Temporal Corruptions,Benchmarking the Robustness of Temporal Action Detection Models Against Temporal Corruptions.pdf,3212447,https://openaccess.thecvf.com/content/CVPR2024/papers/Zeng_Benchmarking_the_Robustness_of_Temporal_Action_Detection_Models_Against_Temporal_CVPR_2024_paper.pdf,skipped_exists
berfscene-bev-conditioned-equivariant-radiance-fields-for-infinite-3d-scene-gene__BerfScene用于无限3D场景生成的Bev条,BerfScene: Bev-conditioned Equivariant Radiance Fields for Infinite 3D Scene Generation,BerfScene Bev-conditioned Equivariant Radiance Fields for Infinite 3D Scene Generation.pdf,1578139,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhang_BerfScene_Bev-conditioned_Equivariant_Radiance_Fields_for_Infinite_3D_Scene_Generation_CVPR_2024_paper.pdf,skipped_exists
beyond-first-order-tweedie-solving-inverse-problems-using-latent-diffusion__超越一阶Tweedie使用潜在扩散解决逆问题,Beyond First-Order Tweedie: Solving Inverse Problems using Latent Diffusion,Beyond First-Order Tweedie Solving Inverse Problems using Latent Diffusion.pdf,3481599,https://openaccess.thecvf.com/content/CVPR2024/papers/Rout_Beyond_First-Order_Tweedie_Solving_Inverse_Problems_using_Latent_Diffusion_CVPR_2024_paper.pdf,skipped_exists
beyond-image-super-resolution-for-image-recognition-with-task-driven-perceptual__超越图像超分辨率实现任务驱动感知损失的图像识别,Beyond Image Super-Resolution for Image Recognition with Task-Driven Perceptual Loss,Beyond Image Super-Resolution for Image Recognition with Task-Driven Perceptual Loss.pdf,1532082,https://openaccess.thecvf.com/content/CVPR2024/papers/Kim_Beyond_Image_Super-Resolution_for_Image_Recognition_with_Task-Driven_Perceptual_Loss_CVPR_2024_paper.pdf,downloaded
beyond-text-frozen-large-language-models-in-visual-signal-comprehension__超越文本视觉信号理解中冻结的大型语言模型,Beyond Text: Frozen Large Language Models in Visual Signal Comprehension,Beyond Text Frozen Large Language Models in Visual Signal Comprehension.pdf,1748306,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhu_Beyond_Text_Frozen_Large_Language_Models_in_Visual_Signal_Comprehension_CVPR_2024_paper.pdf,downloaded
beyond-textual-constraints-learning-novel-diffusion-conditions-with-fewer-exampl__超越文本限制用更少的例子学习新的扩散条件,Beyond Textual Constraints: Learning Novel Diffusion Conditions with Fewer Examples,Beyond Textual Constraints Learning Novel Diffusion Conditions with Fewer Examples.pdf,9608536,https://openaccess.thecvf.com/content/CVPR2024/papers/Yu_Beyond_Textual_Constraints_Learning_Novel_Diffusion_Conditions_with_Fewer_Examples_CVPR_2024_paper.pdf,skipped_exists
bi-level-learning-of-task-specific-decoders-for-joint-registration-and-one-shot__用于联合配准和一次性医学图像分割的任务特定解码器,Bi-level Learning of Task-Specific Decoders for Joint Registration and One-Shot Medical Image Segmentation,Bi-level Learning of Task-Specific Decoders for Joint Registration and One-Shot Medical Image Segmentation.pdf,9429738,https://openaccess.thecvf.com/content/CVPR2024/papers/Fan_Bi-level_Learning_of_Task-Specific_Decoders_for_Joint_Registration_and_One-Shot_CVPR_2024_paper.pdf,skipped_exists
bi-ssc-geometric-semantic-bidirectional-fusion-for-camera-based-3d-semantic-scen__Bi-SSC基于相机的3D语义场景完成的几何语义,Bi-SSC: Geometric-Semantic Bidirectional Fusion for Camera-based 3D Semantic Scene Completion,Bi-SSC Geometric-Semantic Bidirectional Fusion for Camera-based 3D Semantic Scene Completion.pdf,1574647,https://openaccess.thecvf.com/content/CVPR2024/papers/Xue_Bi-SSC_Geometric-Semantic_Bidirectional_Fusion_for_Camera-based_3D_Semantic_Scene_Completion_CVPR_2024_paper.pdf,skipped_exists
bivdiff-a-training-free-framework-for-general-purpose-video-synthesis-via-bridgi__BIVDiff通过桥接图像和视频扩散模型进行通用,BIVDiff: A Training-Free Framework for General-Purpose Video Synthesis via Bridging Image and Video Diffusion Models,BIVDiff A Training-Free Framework for General-Purpose Video Synthesis via Bridging Image and Video Diffusion Models.pdf,6619425,https://openaccess.thecvf.com/content/CVPR2024/papers/Shi_BIVDiff_A_Training-Free_Framework_for_General-Purpose_Video_Synthesis_via_Bridging_CVPR_2024_paper.pdf,skipped_exists
blind-image-quality-assessment-based-on-geometric-order-learning__基于几何阶次学习的盲图像质量评估,Blind Image Quality Assessment Based on Geometric Order Learning,Blind Image Quality Assessment Based on Geometric Order Learning.pdf,3961980,https://openaccess.thecvf.com/content/CVPR2024/papers/Shin_Blind_Image_Quality_Assessment_Based_on_Geometric_Order_Learning_CVPR_2024_paper.pdf,downloaded
blur2blur-blur-conversion-for-unsupervised-image-deblurring-on-unknown-domains__Blur2Blur未知域上无监督图像去模糊的模糊,Blur2Blur: Blur Conversion for Unsupervised Image Deblurring on Unknown Domains,Blur2Blur Blur Conversion for Unsupervised Image Deblurring on Unknown Domains.pdf,9552080,https://openaccess.thecvf.com/content/CVPR2024/papers/Pham_Blur2Blur_Blur_Conversion_for_Unsupervised_Image_Deblurring_on_Unknown_Domains_CVPR_2024_paper.pdf,skipped_exists
blur-aware-spatio-temporal-sparse-transformer-for-video-deblurring__用于视频去模糊的模糊感知时空稀疏变换器,Blur-aware Spatio-temporal Sparse Transformer for Video Deblurring,Blur-aware Spatio-temporal Sparse Transformer for Video Deblurring.pdf,1822301,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhang_Blur-aware_Spatio-temporal_Sparse_Transformer_for_Video_Deblurring_CVPR_2024_paper.pdf,skipped_exists
boosting-image-quality-assessment-through-efficient-transformer-adaptation-with__通过高效的变压器适应和局部特征增强来提高图像质量,Boosting Image Quality Assessment through Efficient Transformer Adaptation with Local Feature Enhancement,Boosting Image Quality Assessment through Efficient Transformer Adaptation with Local Feature Enhancement.pdf,9698583,https://openaccess.thecvf.com/content/CVPR2024/papers/Xu_Boosting_Image_Quality_Assessment_through_Efficient_Transformer_Adaptation_with_Local_CVPR_2024_paper.pdf,skipped_exists
boosting-image-restoration-via-priors-from-pre-trained-models__通过预训练模型的先验促进图像恢复,Boosting Image Restoration via Priors from Pre-trained Models,Boosting Image Restoration via Priors from Pre-trained Models.pdf,6428067,https://openaccess.thecvf.com/content/CVPR2024/papers/Xu_Boosting_Image_Restoration_via_Priors_from_Pre-trained_Models_CVPR_2024_paper.pdf,skipped_exists
boosting-spike-camera-image-reconstruction-from-a-perspective-of-dealing-with-sp__从应对尖峰波动的角度促进尖峰相机图像重建,Boosting Spike Camera Image Reconstruction from a Perspective of Dealing with Spike Fluctuations,Boosting Spike Camera Image Reconstruction from a Perspective of Dealing with Spike Fluctuations.pdf,3922367,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhao_Boosting_Spike_Camera_Image_Reconstruction_from_a_Perspective_of_Dealing_CVPR_2024_paper.pdf,downloaded
bootstrapping-autonomous-driving-radars-with-self-supervised-learning__通过自我监督学习引导自动驾驶雷达,Bootstrapping Autonomous Driving Radars with Self-Supervised Learning,Bootstrapping Autonomous Driving Radars with Self-Supervised Learning.pdf,8827227,https://openaccess.thecvf.com/content/CVPR2024/papers/Hao_Bootstrapping_Autonomous_Driving_Radars_with_Self-Supervised_Learning_CVPR_2024_paper.pdf,downloaded
bridging-the-gap-a-unified-video-comprehension-framework-for-moment-retrieval-an__弥合差距用于瞬间检索和亮点检测的统一视频理解框架,Bridging the Gap A Unified Video Comprehension Framework for Moment Retrieval and Highlight Detection,Bridging the Gap A Unified Video Comprehension Framework for Moment Retrieval and Highlight Detection.pdf,4717286,NOT_SPECIFIED,NOT_SPECIFIED
bridging-the-synthetic-to-authentic-gap-distortion-guided-unsupervised-domain-ad__弥合合成与真实的差距用于盲图像质量评估的失真引导,Bridging the Synthetic-to-Authentic Gap: Distortion-Guided Unsupervised Domain Adaptation for Blind Image Quality Assessment,Bridging the Synthetic-to-Authentic Gap Distortion-Guided Unsupervised Domain Adaptation for Blind Image Quality Assessment.pdf,2200157,https://openaccess.thecvf.com/content/CVPR2024/papers/Li_Bridging_the_Synthetic-to-Authentic_Gap_Distortion-Guided_Unsupervised_Domain_Adaptation_for_Blind_CVPR_2024_paper.pdf,skipped_exists
bsnet-box-supervised-simulation-assisted-mean-teacher-for-3d-instance-segmentati__BSNet用于3D实例分割的框监督模拟辅助Mea,BSNet: Box-Supervised Simulation-assisted Mean Teacher for 3D Instance Segmentation,BSNet Box-Supervised Simulation-assisted Mean Teacher for 3D Instance Segmentation.pdf,4314031,https://openaccess.thecvf.com/content/CVPR2024/papers/Lu_BSNet_Box-Supervised_Simulation-assisted_Mean_Teacher_for_3D_Instance_Segmentation_CVPR_2024_paper.pdf,skipped_exists
byzantine-robust-decentralized-federated-learning-via-dual-domain-clustering-and__通过双域集群和信任引导的拜占庭鲁棒去中心化联合学,Byzantine-robust Decentralized Federated Learning via Dual-domain Clustering and Trust Bootstrapping,Byzantine-robust Decentralized Federated Learning via Dual-domain Clustering and Trust Bootstrapping.pdf,2109749,https://openaccess.thecvf.com/content/CVPR2024/papers/Sun_Byzantine-robust_Decentralized_Federated_Learning_via_Dual-domain_Clustering_and_Trust_Bootstrapping_CVPR_2024_paper.pdf,downloaded
cache-me-if-you-can-accelerating-diffusion-models-through-block-caching__如果可以的话缓存我通过块缓存加速扩散模型,Cache Me if You Can: Accelerating Diffusion Models through Block Caching,Cache Me if You Can Accelerating Diffusion Models through Block Caching.pdf,5627920,https://openaccess.thecvf.com/content/CVPR2024/papers/Wimbauer_Cache_Me_if_You_Can_Accelerating_Diffusion_Models_through_Block_CVPR_2024_paper.pdf,skipped_exists
cad-photorealistic-3d-generation-via-adversarial-distillation__CAD通过对抗性蒸馏生成逼真的3D,CAD: Photorealistic 3D Generation via Adversarial Distillation,CAD Photorealistic 3D Generation via Adversarial Distillation.pdf,10304801,https://openaccess.thecvf.com/content/CVPR2024/papers/Wan_CAD_Photorealistic_3D_Generation_via_Adversarial_Distillation_CVPR_2024_paper.pdf,skipped_exists
